row_id,title,text,subject,label,predicted_label,true_label_name,predicted_label_name,error_type,content_len
15787,GOTCHA! CLINTON CHARITY “MISFILED” MILLIONS IN TAXES AND WILL REFILE TAX RETURNS,"What difference does it make? Well, it makes lots of difference to the IRS. The Clinton charities got called on the carpet for  misfiling  tax returns up to 5 years old. Oops!Hillary Clinton s family s charities are refiling at least five years of tax returns after an investigation revealed they had misreported tens of millions of dollars in donations from governments. The charities  errors generally took the form of under-reporting or over-reporting donations from foreign governments, or in other instances, omitted to break out government donations entirely when reporting revenue, the charities confirmed to Reuters, which uncovered the mistakes. Following the discovery, the Clinton Foundation and the Clinton Health Access Initiative said they will be refiling multiple annual tax returns and may audit returns extending as far back as 15 years in case there have been other errors. The foundation and its donors have been under intense scrutiny in recent weeks. Republican critics say the foundation makes Clinton, who is seeking the 2016 Democratic presidential nomination, vulnerable to undue influence. Her campaign team calls these claims  absurd conspiracy theories . Following Reuters  report Republican presidential candidate Ted Cruz called on the non-profit to return all of the money it received from foreign governments.Read more: DAILY MAIL",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),1439
15227,"IN A RULING THAT WILL MAKE OBAMA’S HEAD SPIN, Fed Judge Says Telling Illegals “Show Us Your Papers” Is Not Discriminatory","Another victory for one of the most bad ass Sheriff s in America A federal judge has upheld part of Arizona s contentious immigration law, rejecting claims that the so-called  show your papers  section of the law discriminated against Hispanics.The ruling by U.S. District Judge Susan Bolton on Friday was on the last of seven challenges to the 2010 law. The section being upheld allows police in Arizona to check the immigration status of anyone they stop.Bolton ruled that immigration rights activists failed to show that police would enforce the law differently for Hispanics than other people. The section is sometimes called the  show your papers  provision.The judge also upheld a section that let police check to see if a detainee is in the United States illegally. Bolton voided any laws targeting day laborers.Karen Tumlin, the legal director of the National Immigration Law Center, one of the parties to the suit, said the group was evaluating its options. We will continue working on behalf of our courageous plaintiffs to show that Arizona can do better than this disgraceful law,  she said in a statement.Bolton s ruling came two days after a federal judge approved a deal between the U.S. Department of Justice and Arizona s Maricopa County to resolve accusations of civil rights abuses and dismissed the department s lawsuit against Sheriff Joe Arpaio and his deputies. Via: Reuters",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),1514
11999,THINGS ARE ABOUT TO GET UGLY: GOP Introduces Plan To Stop $44 BILLION In Obama’s Last Minute Taxpayer Funded Regulations,"Republicans have put forward a plan to stop Obama administration s last minute regulations Tuesday. These  midnight regulations  published after the 2016 presidential election could cost the American taxpayer over $44 billion.California Republican Rep. Darrell Issa re-introduced legislation Tuesday that would allow Congress to overturn executive branch regulations finalized in the last 60 legislative days of an outgoing presidential administration.The bill amends the Congressional Review Act, which would allow Congress to recoup the ability to essentially curb numerous regulations rushed through the regulatory process in the last days of an outgoing administration at one time.Issa s office claims the bill is designed  to stem a growing trend by Presidents, of both parties, to use their last few months in office to rush in costly, expensive or controversial new regulations. The legislation, expected to be approved by the House Wednesday, was already introduced with support from the Judiciary Committee Chairman Bob Goodlatte and Pennsylvania Republican Rep. Tom Marino. Regulations impacting the economy, the environment, families, and our community should be done with great caution and transparency, not get rushed in last-minute on a President s way out of office. This is a good piece of legislation that will help keep this and future Presidents in check. The Midnight Rules Relief Act is a reasonable plan to strengthen executive branch oversight, giving Congress a better tool to ensure regulations are limited and, when necessary, approved in an open and transparent manner,  Issa said in a statement. Daily Caller ",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),1753
13284,"How Is Panama’s “Migrant Crisis” Giving A FREE PASS TO THE U.S. To Anyone From Asia, Cuba, Africa, Haiti…When Did We Become The World’s Dumping Ground?","Let this sink in The word has been out for some time now that the US borders are open. Now we have the President of Panama giving an even bigger free pass to ANYONE  to come to America. We are going to be Europe soon Obama is making sure of it Panama promised to help hundreds of migrants who have crossed its jungle border from Colombia to carry on toward the United States.President Juan Carlos Varela on Tuesday said Panama would make an exception to its immigration restrictions for migrants who have recently crossed into Panama s Darien jungle. The border will remain closed to irregular migrants, but those that are using these points to cross and have already reached our territory will be given humanitarian assistance so they can continue on their way,  he said. Panama will not allow anyone who has crossed into our country to die on our territory,  he added, in a public speech.Around 800 US-bound migrants, most of them from Haiti, Africa, Asia and Cuba, are in dense jungle on the Panama-Colombia border, Varela said Friday.He described it as  another migration crisis. A further 2,500 are stranded in Panama s northern neighbor, Costa Rica, since the next country on the trail, Nicaragua, has tightened immigration controls.Colombian authorities say they have deported thousands of migrants trying to reach Panama from its northern territory.Varela said last week that many of the migrants were Haitians who had gone to Brazil after a 2010 earthquake devastated their country.Brazil s current deep recession has driven them to try to get to the United States through Central America. Via: france24",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),1760
14941,BREAKING: US Appeals Court Deals Obama’s Executive Amnesty Huge Blow,"How many times will our lawless president plead his unconstitutional positions before our Supreme Court? For a Constitutional lawyer, Obama sure does have a difficult time understanding how our laws work President Barack Obama s executive action to shield millions of undocumented immigrants from deportation suffered a legal setback on Monday with an appeal to the Supreme Court now the administration s only option.The 2-1 decision by the 5th U.S. Circuit Court of Appeals in New Orleans to uphold a May injunction deals a blow to Obama s plan, opposed by Republicans and challenged by 26 states.The Obama administration has said it is within its rights to ask the Department of Homeland Security to use discretion before deporting nonviolent migrants with U.S. family ties.The case has become the focal point of the Democratic president s efforts to change U.S. immigration policy.Seeing no progress on legislative reform in Congress, Obama announced last November he would take executive action to help immigrants. He has faced criticism from Republicans who say the program grants amnesty to lawbreakers.In its ruling, the appeals court said it was denying the government s appeal to stay the May injunction  after determining that the appeal was unlikely to succeed on its merits. Republicans hailed the ruling as a victory against the Obama administration.John Scalise, the No. 3 Republican in the House of Representatives, said in a Twitter message that the court decision was  a major victory for the rule of law. Texas Attorney General Ken Paxton said in a statement the ruling meant the state, which has led the legal challenge,  has secured an important victory to put a halt to the president s lawlessness. Via: Reuters",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),1798
12883,LIBERAL DUMMY GARY JOHNSON Can’t Name One Foreign Leader [VIDEO],"Maybe comedy is a better career choice for Gary Gary Johnson, the Libertarian nominee for president, had been raring for Wednesday night s  town hall  on MSNBC. He had been cut from the first televised debate after missing the polling threshold, and he had not been invited when the network hosted a  commander-in-chief forum  with Hillary Clinton and Donald Trump. This was their consolation prize,  Johnson told The Washington Post this week when asked about the MSNBC special.  It was put to us that, look, you weren t in this initial program. Here s what we d like to offer in lieu of being with the two major-party candidates. And I said,  An hour of prime time Chris Matthews? I ll take it.   But the hour didn t go as planned. Johnson, who had been pilloried for blanking on the relevance of the Syrian city of Aleppo in another MSNBC interview, whiffed his way through an even easier foreign policy question. Who s your favorite foreign leader?  Matthews asked. Who s my favorite?  Johnson replied. Anywhere in the continents,  Matthews said.  Any country. Name one foreign leader that you look up to. William Weld, Johnson s running mate, chimed in with an assist:  I m with Shimon Peres. I m talking about living, okay?  Matthews said.  You gotta do this. Any continent. Canada, Mexico? I guess I m having an Aleppo moment,  Johnson said. In the whole world!  Matthews said.  Anybody in the world. I know, I know,  Johnson said. Pick any leader,  Matthews said. The former president of Mexico,  Johnson said. Which one?  Matthews said. I m having a brain freeze,  Johnson said.Weld, who had left the governor s office in Massachusetts in an unsuccessful attempt to become ambassador to Mexico, began naming the country s former presidents.  Fox? Zedillo? Calderon? Fox,  Johnson said with a combination of jubilation and relief.  He was terrific. ",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),1894
14996,WOW! Just When We Thought Obama’s Global Relationships Couldn’t Get Any Worse…Europe Threatens This…,"Weak leadership has repercussions The European Parliament on Thursday called for its member countries to grant fugitive former National Security Agency contractor Edward Snowden asylum as a whistleblower and  international human rights defender. Snowden, who leaked classified documents about government surveillance before going on the run, is now living in exile in Moscow. He has expressed interested in returning to the United States, which indicted him for espionage and unauthorized leaking in 2013. Snowden has said he was willing to serve some prison time.On Twitter, Snowden called Thursday s vote in Brussels, which urged European Union members to drop any criminal charges against him, as a  game-changer. He added,  This is not a blow against the U.S. Government, but an open hand extended by friends. It is a chance to move forward. This is not a blow against the US Government, but an open hand extended by friends. It is a chance to move forward. pic.twitter.com/fBs5H32wyD   Edward Snowden (@Snowden) October 29, 2015 The development raises the possibility that Snowden could settle somewhere in Europe, where his exposure of wiretapping by the United States and its allies has drawn widespread popular support.But the measure,which passed by a vote of 285-281, is only a recommendation; it is up to individual countries to decide whether to offer Snowden refuge.The Obama Administration responded by saying the vote did nothing to impact the pending case against Snowden. Our position has not changed,  Ned Price, spokesman for the National Security Council, said in a statement.  Mr. Snowden is accused of leaking classified information and faces felony charges here in the United States. As such, he should be returned to the U.S. as soon as possible, where he will be accorded full due process.  Via: NBC News",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),1922
10966,WOW! HERE’S THE LIST Of Obamacare Taxes Abolished By The House…Reduces Taxes By Over $1 TRILLION,"The American Health Care Act (HR 1628) passed by the House today reduces taxes on the American people by over $1 trillion. The bill abolishes the following taxes imposed by Obama and the Democrat party in 2010 as part of Obamacare:-Abolishes the Obamacare Individual Mandate Tax which hits 8 million Americans each year.-Abolishes the Obamacare Employer Mandate Tax. Together with repeal of the Individual Mandate Tax repeal this is a $270 billion tax cut.-Abolishes Obamacare s Medicine Cabinet Tax which hits 20 million Americans with Health Savings Accounts and 30 million Americans with Flexible Spending Accounts. This is a $6 billion tax cut.-Abolishes Obamacare s Flexible Spending Account tax on 30 million Americans. This is a $20 billion tax cut.-Abolishes Obamacare s Chronic Care Tax on 10 million Americans with high out of pocket medical expenses. This is a $126 billion tax cut.-Abolishes Obamacare s HSA withdrawal tax. This is a $100 million tax cut.-Abolishes Obamacare s 10% excise tax on small businesses with indoor tanning services. This is a $600 million tax cut.-Abolishes the Obamacare health insurance tax. This is a $145 billion tax cut.-Abolishes the Obamacare 3.8% surtax on investment income. This is a $172 billion tax cut.-Abolishes the Obamacare medical device tax. This is a $20 billion tax cut.-Abolishes the Obamacare tax on prescription medicine. This is a $28 billion tax cut.-Abolishes the Obamacare tax on retiree prescription drug coverage. This is a $2 billion tax cut.As a presidential candidate in 2008, Barack Obama had promised repeatedly that he would not raise any tax on any American earning less than $250,000 per year. He broke the promise when he signed Obamacare. With the passage of the House GOP bill, tens of millions of middle income Americans will get tax relief from Obamacare s long list of tax hikes.Via: Americans For Tax Reform ",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),1987
16373,NSA ARCHITECT: NSA SNOOPING EXPIRES BUT FEDS WILL CONTINUE SURVEILLANCE OF AMERICANS’ PHONE RECORDS,"This NSA whistleblower has some very interesting things to say about what will happen now that the right to snoop has expired:The AP had this to say about what s happening now with the NSA:Eight days after blocking it, Senate Republicans have agreed to begin debate on a House bill that would overhaul the National Security Agency s handling of American calling records while preserving other domestic surveillance provisions.But that remarkable turnabout didn t happen soon enough to prevent the laws governing the programs from expiring at midnight Sunday as Republican Sen. Rand Paul, a presidential contender, stood in the way of extending the program, angering his GOP colleagues and frustrating intelligence and law enforcement officials.Now, the question is whether the Senate will pass a bill the House can live with. If so, the surveillance programs will resume, with some significant changes in how the phone records are handled. If not, they will remain dormant.The Senate vote on the measure known as the USA Freedom Act can come no earlier than 1 a.m., Tuesday. Senate Republican aides said they expected some amendments, but no major revisions to the bill. Having gone past the brink, the Senate must now embrace the necessity of acting responsibly,  said Adam Schiff, the ranking Democrat on the House intelligence committee, in a statement after Sunday s Senate vote.The high-stakes drama played out as Congress debated the most significant changes prompted by the disclosures of Edward Snowden, the former NSA contractor who revealed the phone records collection and other main surveillance programs. With no deal reached in time, the NSA stopped collecting American phone records at 3:59 p.m. EST Sunday, officials said.Other authorities that expired allowed the FBI to collect business records in terrorism and espionage investigations, and to more easily eavesdrop on a suspect who is discarding cell phones to avoid surveillance.",Government News,0,1,Fake,Real,False Negative (Fake predicted as Real),2049
27762,Pope says its crazy to see his meeting with Bernie Sanders as political,"ABOARD THE PAPAL PLANE (Reuters) - Pope Francis said on Saturday that his meeting with Bernie Sanders, contesting the Democratic candidacy for the U.S. Presidency, was not meddling in politics and that anyone who thought otherwise should “look for a psychiatrist”. Sanders and the pope met briefly on Saturday morning at the Vatican guest house where Francis lives and where Sanders and his wife spent the night after he addressed a Vatican conference on social justice. “When I came down, I greeted him, I shook his hand and nothing more. This is called good manners and it is not getting involved in politics,” the pope told reporters in answer to a question aboard the plane returning from the Greek island of Lesbos, where he visited a refugee camp. [L5N17J063]. “If anyone thinks that greeting someone is getting involved in politics, I recommend that he look for a psychiatrist,” he said, laughing. In an interview with ABC News after the meeting, Sanders called the pope “a beautiful man”, adding “I am not a Catholic, but there is a radiance that comes from him.” “I just conveyed to him my admiration for the extraordinary work he is doing raising some of the most important issues facing our planet and the billions of people on the planet and injecting the need for morality in the global economy,” Sanders, a Brooklyn-born son of Polish Jewish immigrants, told ABC. The Democratic hopeful from Vermont has campaigned on a promise to rein in corporate power and level the economic playing field for working and lower-income Americans who he says have been left behind, a message echoing that of the pope. The meeting came just days before Tuesday’s Democratic party primary in New York, where polls say he is trailing Hillary Clinton. After he won seven of the last eight state contests, a loss in Sanders’ home state would give front-runner Clinton a boost toward the party’s presidential nomination. Sanders has said the trip was not a pitch for the Catholic vote but a testament to his admiration for the pontiff. ",politicsNews,1,0,Real,Fake,False Positive (Real predicted as Fake),2099
27693,U.S. Capitol replacing flag display over Confederate imagery,"WASHINGTON (Reuters) - A display of U.S. state flags in a tunnel under Washington’s Capitol complex will be replaced because of controversial Confederate symbols on some of the flags, an administrative committee said on Thursday. In its place, in the busy passageway between the Capitol and adjacent office buildings, depictions of commemorative quarters representing the 50 states, the U.S. territories and Washington, D.C., will be installed, said Committee on House Administration Chairwoman Candice Miller. Michigan Republican Representative Miller said in a statement that she decided to replace the display because of the controversy surrounding the Confederate flag, which is widely seen today as a symbol of racism and slavery.  “I am well aware of how many Americans negatively view the Confederate flag, and, personally, I am very sympathetic to these views,” she said. Lawmakers who choose to hang their home states’ flags outside their offices may still do so. “In this way all state flags are displayed on Capitol Hill,” Miller said.   Only the Mississippi state flag still depicts the Confederate battle flag, in the top left corner. Symbols from various Confederate flags are evident in the flags of Alabama, Florida, Georgia and Arkansas. All these states were among those that seceded from the union in 1860-1861 and joined the pro-slavery Confederate States of America that was defeated by the anti-slavery union in the American Civil War. Representative Bennie Thompson, a Mississippi Democrat who pushed last year for his state’s flag to be removed from the Capitol, praised Miller’s announcement as a step toward removing all signs of the “Confederate revolt against our own country.” Criticism over public display of the Confederate flag  intensified last year after a white man who gunned down nine black churchgoers in South Carolina was pictured on social media with it. U.S. House of Representatives Speaker Paul Ryan, a Wisconsin Republican, told a weekly news conference that he supports the decision to change the display. It is expected to be installed once renovations of the tunnel are finished later this year. ",politicsNews,1,0,Real,Fake,False Positive (Real predicted as Fake),2200
20656,Former President Carter hospitalized over dehydration in Canada,"WINNIPEG, Manitoba (Reuters) - Former U.S. President Jimmy Carter was receiving hospital care on Thursday after becoming dehydrated at a charity house-building project in Canada, but he is doing “OK,” Habitat for Humanity said. Carter, 92, became unsteady at the construction site and slumped away from his work area to a chair, according to eyewitnesses, who said he was working for more than an hour on steps of the home, using a drill. Several workers helped him to sit, and he was later taken away by ambulance. His medical issue resulted from dehydration, the Carter Center said in a statement. He had been working on a building project with Habitat for Humanity, a charitable organization promoting affordable home ownership. Carter was taken to St. Boniface General Hospital for treatment, according to the Carter Center, which is based in Atlanta. “President Carter told us he is OK and is being taken offsite for observation,” Habitat said in a statement, noting he had been working in the hot sun. “He encourages everyone to stay hydrated and keep building.” Carter, a Democrat who served in the White House from January 1977 to January 1981, received the Nobel Peace Prize in 2002 for his humanitarian work.     Carter, whose family had a history of cancer, disclosed in August 2015 that he had been diagnosed with melanoma, a form of skin cancer, that had spread to his brain and elsewhere and had been spotted during liver surgery. But by December of that year Carter told his church that his latest brain scan showed no sign of the disease. The peanut farmer from Georgia has lived longer after his term in office than any other president in U.S. history. Through his work on global issues, he became widely regarded as a better former president than he was a president, having left office profoundly unpopular. In Canada, Carter had been volunteering with a project to build 150 homes with Habitat for Humanity in honor of the country’s 150th birthday. The organization noted that Carter had requested that others involved with the effort continue their work for the day. Carter and his wife, Rosalynn Carter, have traveled around the world working with Habitat since 1984, according to the organization. She was with him at the hospital, the Carter Foundation said. ",politicsNews,1,0,Real,Fake,False Positive (Real predicted as Fake),2341
15390,SHOCKING POLL: TRUMP PASSES BUSH AND RUBIO IN HOME STATE OF FLORIDA,"Maybe Florida isn t as pro-amnesty as Jeb Bush and Marco Rubio had hoped. That s gonna leave a mark For the first time this year, Donald Trump tops a state poll of GOP presidential candidates in Florida.A St. Pete Polls survey released on Wednesday shows the New York businessman with 26 percent support, with Jeb Bush in second place with 20 percent.Wisconsin Governor Scott Walker is in third place with 12 percent, and Marco Rubio is in fourth place with 10 percent. He s followed by Dr. Ben Carson at 5 percent, Ted Cruz and John Kasich at 4 percent, and Rand Paul at 3 percent. 16 percent are unsure or are supporting another candidate not named in the survey.When it comes to the GOP Senate race, however, there is no clear front-runner at all, some 13 months before the primary election.Among those who actually have an opinion, Pinellas County congressman David Jolly gets 10 percent support, with Lieutenant Governor Carlos Lopez-Cantera and Jacksonville area Congressman Ron DeSantis right behind him, essentially tied at 9 percent. Lopez-Cantera gets 9.2 percent support, DeSantis 8.9 percent.Former combat veteran and businessman Todd Wilcox gets 5 percent support (5.2%), tying him with North Florida congressman Jeff Miller (4.9%), who is not officially in the race.But an overwhelming 61 percent say they are undecided.That s a change from a similar poll taken two weeks ago, where Jolly garnered 22 percent support, 10 percent more than Miller.In terms of the reliability of this survey, Matt Florell of St. Pete Polls said his firm has had an impressive run the past three years, with several of its polls coming with the margin of error with final election results. The polling  almost always predicted the eventual winner of the election,  Florell said, citing the recent Jacksonville mayoral election and many of the general election races in 2014. But related to this specific poll,  he added,  I would refer back to our 2014 Democratic Primary poll and how close we were to the final results for both governor and attorney general. The poll of 1,902 Florida likely Republican primary voters was conducted from Saturday, July 18, 2015 to Tuesday, July 28, 2015. It was made up of a sampling of registered Republican party voters from the state of Florida, and has a 2.2% margin of error at a 95% confidence level.Via: St. Peters Blog",politics,0,1,Fake,Real,False Negative (Fake predicted as Real),2418
28197,Graphic account of Hulk Hogan sex tape read in Florida court,"ST. PETERSBURG, Fla. (Reuters) - Gawker founder Nick Denton read out a graphic account of the acts shown in a sex tape featuring wrestling celebrity Hulk Hogan in a Florida courtroom on Tuesday, saying his company’s 2012 online publication “stands up to the test of time.” Gawker was sued for $100 million by Hogan, who says the release violated his privacy. The New York-based media company could be forced out of business by an unfavorable verdict in a civil trial testing the limits of freedom of the press. Hogan’s attorneys asked Denton, a high-profile figure in the world of Web publishing, to read aloud a very explicit article accompanying the video, which he did in an even tone. The lawsuit centers on the one-minute, 41-seconds of video that Gawker excerpted from the sex tape of unknown origin. It  has not yet been shown to the jury in St. Petersburg, Florida, near Hogan’s home. The clip shows Hogan’s tryst with the wife of his then-best friend, radio “shock jock” personality Bubba the Love Sponge. Hogan says their consensual encounter was recorded without his knowledge five years before Gawker’s posting.  Denton said he had not watched the video, nor read the article before publication. He described his role as broadly overseeing the portfolio of websites under Gawker media. Still, he stood by the piece as in keeping with Gawker’s mission to produce “true and interesting” journalism. “The piece had value. It was true. It was a story honestly told and it was interesting to millions of people,” Denton said. The Hogan sex tape piece was one of more than 10,000 posts in 2012 on the Gawker website, a former company executive testified later on Tuesday. The video alone was viewed 2.5 million times, with 57 percent watching the entire clip. Denton’s testimony, spread out over two days, highlighted his approach to websites run by the Gawker company, which include technology-oriented Gizmodo and women-focused Jezebel. Pressed on his views on privacy rights during cross-examination, Denton said celebrities have “a smaller zone.” Jurors had questions for Denton, too. One of them asked if the sex in the video would be protected speech under the First Amendment of the U.S. Constitution if it was gratuitous. “No,” he replied. He had previously said that he did not think the sexual content overreached. Hogan’s attorney, David Houston, issued a statement suggesting the jury question “perhaps sets the tone for deliberations.” ",politicsNews,1,0,Real,Fake,False Positive (Real predicted as Fake),2513
